61,Пашин Роман Вадимович,204,10д,2,Пашин_РВ,fgy0QGmY
62,Фичкина Евгения Федоровна,29,11д,3,Фичкина_ЕФ,yCRKGDfv
63,Свилин Олег Виталиевич,123,8в,2,Свилин_ОВ,L2SltZ8A
64,Рогоцкий Андрей Адамович,142,9в,2,Рогоцкий_АА,AyA8qeN4
65,Ахантьев Игорь Валериевич,80,10д,5,Ахантьев_ИВ,uboxgVFc
66,Сочиникова Ксения Кирилловна,100,10д,2,Сочиникова_КК,3ljNmEkr
67,Остюков Артур Романович,329,11и,3,Остюков_АР,OdqxedRQ
68,Брюкина Оксана Викторовна,98,8в,5,Брюкина_ОВ,25z1suiK
69,Кузовенков Игорь Юрьевич,322,9г,1,Кузовенков_ИЮ,6PA391e8
70,Калухов Тарас Иванович,207,11а,3,Калухов_ТИ,HitIFKRr
71,Батыров Пётр Виталиевич,227,7и,3,Батыров_ПВ,Chgp7we5
72,Озрина Катерина Валерьевна,147,10а,4,Озрина_КВ,ikhzpvJh
73,Декалова Полина Леонидовна,470,11д,5,Декалова_ПЛ,D1EkgsQm
74,Лосицкий Владимир Кириллович,369,9т,5,Лосицкий_ВК,qLhicyeP
75,Магнусов Пётр Максимович,437,7и,5,Магнусов_ПМ,3ZNX1vew
76,Лавренков Михаил Василиевич,188,9б,2,Лавренков_МВ,fi53i5Ql
77,Шушкалова Вероника Алексеевна,411,8т,5,Шушкалова_ВА,B24ZcKaI
78,Бороданова Маргарита Дмитриевна,118,7г,5,Бороданова_МД,OMvLG1Lt
79,Циркина Виолетта Федоровна,231,9г,2,Циркина_ВФ,21N2sGsn
80,Болохина Екатерина Андреевна,194,11д,3,Болохина_ЕА,ZYuBSDuE
81,Чукалова Дарья Валерьевна,20,10г,4,Чукалова_ДВ,v1tPNx4F
82,Беловолов Степан Петрович,222,9д,2,Беловолов_СП,LDrZH3ML
83,Зудейкина Вероника Ивановна,166,8и,3,Зудейкина_ВИ,re0mbjWg
84,Макунова Мария Борисовна,47,9в,5,Макунова_МБ,VOTZ1vrw
85,Верзанский Геннадий Андреевич,497,7д,5,Верзанский_ГА,2rWb0ERT
86,Алтубин Ярослав Леонидович,414,10г,5,Алтубин_ЯЛ,vHdwPdyq
87,Аузин Игорь Алексиевич,435,8х,5,Аузин_ИА,yJVCSivC
88,Калыгин Степан Тимофеевич,353,8и,2,Калыгин_СТ,bYcpK8LP
89,Дурныгина Полина Игоревна,72,8и,2,Дурныгина_ПИ,YV8qiEWb
90,Антюфеева Александра Вадимовна,347,8и,2,Антюфеева_АВ,ERXkrX4m
91,Лощинский Борис Романович,210,10б,3,Лощинский_БР,TjWkq8za
92,Ходорков Евгений Виталиевич,344,9г,5,Ходорков_ЕВ,lzYImRWm
93,Кафорин Федор Данилович,427,10д,3,Кафорин_ФД,Dvo9DCIm
94,Косынская Алиса Дмитриевна,40,9в,3,Косынская_АД,XwPH6iLe
95,Беремцев Артём Антонович,434,11т,2,Беремцев_АА,pmdxdLXN
96,Влянская Мария Андреевна,490,7т,4,Влянская_МА,Jwmz7DSM
97,Мыгеева Лиза Василевна,280,8в,5,Мыгеева_ЛВ,XSW7ReR7
98,Акутникова Мария Алексеевна,173,11в,2,Акутникова_МА,TZfvKWi3
99,Карябкин Константин Максимович,89,7и,2,Карябкин_КМ,2p0Fq59M
100,Прилепина Яна Максимовна,30,10в,5,Прилепина_ЯМ,jMvJDhG2
101,Ведищев Никита Георгиевич,365,7и,5,Ведищев_НГ,wY7cBZjV
102,Самчева Вероника Борисовна,287,10г,3,Самчева_ВБ,DkaLS7ak
103,Пирцхалова Карина Леонидовна,452,10г,5,Пирцхалова_КЛ,OvekFc2X
104,Павлочев Денис Борисович,432,11д,5,Павлочев_ДБ,KISF0IDX
105,Арашкова Екатерина Евгеньевна,356,8х,1,Арашкова_ЕЕ,I2bnNkJd
106,Байсарова Людмила Василевна,215,11и,2,Байсарова_ЛВ,9ERV7bF0
107,Кудекина Зинаида Игоревна,250,10и,3,Кудекина_ЗИ,X7x5sj1j
108,Дерналов Виталий Викторович,1,9г,4,Дерналов_ВВ,Dzp8hJqG
109,Сазинова Галина Романовна,61,9и,3,Сазинова_ГР,I6mcfiAi
110,Остаченова Марина Эдуардовна,229,9т,5,Остаченова_МЭ,8Jewqcgj
111,Битюкова Яна Егоровна,488,9и,4,Битюкова_ЯЕ,sUzT1yiz
112,Иваницкий Константин Борисович,232,8д,5,Иваницкий_КБ,0oYiLoFy
113,Белянский Владислав Игоревич,74,11б,5,Белянский_ВИ,NZwcMDUu
114,Баранкин Артём Алексеевич,382,9т,2,Баранкин_АА,CHb1VJKC
115,Шкабанова Софья Вадимовна,499,9х,4,Шкабанова_СВ,j1ZrAUIh
116,Полозлов Денис Адамович,155,8т,3,Полозлов_ДА,xhs4vbNe
117,Жунина Светлана Михайловна,162,8в,3,Жунина_СМ,8KFkZhkB
118,Пантыкин Борис Игоревич,245,9х,2,Пантыкин_БИ,ZX2WvF72
119,Доутова Марина Богдановна,189,11х,2,Доутова_МБ,umW09rHF
120,Трещалова Яна Андреевна,330,8б,3,Трещалова_ЯА,0aZv0Hlj
121,Ивашечкин Александр Данилович,390,10т,4,Ивашечкин_АД,SoqvoY3k
122,Мазьянова Инна Богдановна,416,11в,4,Мазьянова_ИБ,kL97WKHa
123,Корогев Николай Евгеньевич,184,8б,5,Корогев_НЕ,zxhRbwLE
124,Заидова Галина Максимовна,88,9т,4,Заидова_ГМ,HwN8lAzV
125,Рамхин Кирилл Алексиевич,459,9х,4,Рамхин_КА,ziC6p6dJ
126,Кизбабаев Эдуард Фёдорович,415,11т,2,Кизбабаев_ЭФ,vRcXeFr3
127,Соурчаков Ярослав Валериевич,268,8б,2,Соурчаков_ЯВ,pRjOB8uz
128,Мотяшева Алена Михайловна,404,7т,2,Мотяшева_АМ,0sqILF3r
129,Горшкова Наталия Яковлевна,340,11а,2,Горшкова_НЯ,ubVNLPud
130,Зябрицкий Игорь Виталиевич,332,7а,5,Зябрицкий_ИВ,eIlFZCVR
131,Шельдяев Игорь Юриевич,97,7д,5,Шельдяев_ИЮ,FJ50nIiA
132,Шмелькин Максим Викторович,483,9т,5,Шмелькин_МВ,JFwVDpOg
133,Жалкин Алексей Алексеевич,43,7а,3,Жалкин_АА,iMX8Eu7K
134,Худасов Денис Максимович,70,10д,2,Худасов_ДМ,wIRU76Y9
135,Швичкова Наталья Эдуардовна,398,7г,4,Швичкова_НЭ,rc7N8qaP
136,Едская Жанна Валерьевна,436,11в,4,Едская_ЖВ,uYEvY8RB
137,Поморзина Полина Евгеньевна,122,7д,4,Поморзина_ПЕ,fKeha0vu
138,Будачева Кира Олеговна,55,11х,4,Будачева_КО,vdoDxVTB
139,Молкаев Василий Валериевич,216,8д,2,Молкаев_ВВ,rNTVE31w
140,Яцынин Константин Тимофеевич,285,7г,2,Яцынин_КТ,XpXtgFQQ
141,Маховиков Василий Петрович,391,7х,4,Маховиков_ВП,grEsJMdp
142,Шаметова Евгения Вадимовна,463,7а,2,Шаметова_ЕВ,dT6bEwIK
143,Законнова Жанна Евгеньевна,442,11и,1,Законнова_ЖЕ,qbXdpzJR
144,Перчихин Аркадий Тимофеевич,164,10т,3,Перчихин_АТ,aSwBXB7B
145,Бурдасова Ксения Игоревна,203,9а,3,Бурдасова_КИ,hL57uZiv
146,Киссин Степан Иванович,251,7х,5,Киссин_СИ,kHoR8Kgr
147,Вапилина Мария Егоровна,77,7д,2,Вапилина_МЕ,d1hl6CVO
148,Сигутина Дарья Федоровна,458,7б,2,Сигутина_ДФ,95LlJYsj
149,Сошьяков Альберт Фёдорович,17,7т,4,Сошьяков_АФ,efn8SwE9
150,Лугахина Клара Вадимовна,419,8в,4,Лугахина_КВ,URsf7voL
151,Логецкий Анатолий Виталиевич,372,11б,4,Логецкий_АВ,aQ7SYoBd
152,Ковайкова Юлия Егоровна,75,10г,2,Ковайкова_ЮЕ,3YZewc5K
153,Вермутский Валерий Петрович,447,9и,5,Вермутский_ВП,o4FKU1Bd
154,Россомахов Олег Юриевич,56,8в,2,Россомахов_ОЮ,YZfB96R5
155,Циплакова Екатерина Егоровна,471,9б,5,Циплакова_ЕЕ,2BCbkNJo
156,Квятцева Алла Никитична,138,11в,2,Квятцева_АН,XYjWe9Xn
157,Выхухолева Лариса Василевна,384,8б,5,Выхухолева_ЛВ,31pUeePC
158,Целохов Андрей Вадимович,433,8и,5,Целохов_АВ,O3H42wMV
159,Бендин Иван Яковлевич,71,8и,4,Бендин_ИЯ,LCHbsYTv
160,Лазученков Василий Алексеевич,381,7х,2,Лазученков_ВА,5cp7As6L
161,Скоропухов Михаил Василиевич,69,10и,3,Скоропухов_МВ,OrZ2Vri2
162,Мухонкин Тарас Романович,126,9и,4,Мухонкин_ТР,NJG0cxGh
163,Камерцев Владимир Кириллович,303,7а,3,Камерцев_ВК,ySmwe1Gl
164,Сандрыкина Анна Олеговна,324,10т,2,Сандрыкина_АО,xKHKR1tY
165,Недбайлов Алексей Денисович,15,7т,2,Недбайлов_АД,w0kN2S5a
166,Серпков Ярослав Георгиевич,380,10б,4,Серпков_ЯГ,t2we5G3D
167,Хатшуклов Аркадий Николаевич,42,11т,4,Хатшуклов_АН,CesdSvAr
168,Литвалиева Алиса Егоровна,10,11и,3,Литвалиева_АЕ,hOMVnVyf
169,Енесина Лиза Валерьевна,293,9б,5,Енесина_ЛВ,UTMlR374
170,Пикальков Эдуард Алексиевич,21,8д,5,Пикальков_ЭА,quWmGrOp
171,Сачинский Валентин Кириллович,125,10т,2,Сачинский_ВК,66wqkKtQ
172,Тарзанова Евгения Аркадьевна,96,9д,2,Тарзанова_ЕА,lXkia3vZ
173,Лапундин Юрий Игоревич,267,8и,5,Лапундин_ЮИ,LWME8byV
174,Личева Лиза Михайловна,453,9б,3,Личева_ЛМ,gqQjast2
175,Смароверов Яков Борисович,131,11в,4,Смароверов_ЯБ,DiolGogn
176,Вереина Алла Василевна,295,10и,3,Вереина_АВ,AFEjrKiI
177,Погиблева Дарья Леонидовна,283,9в,5,Погиблева_ДЛ,nPIF5Bwk
178,Байнова Анастасия Вадимовна,363,7б,3,Байнова_АВ,ET8Wbhap
179,Шиловский Вячеслав Максимович,438,9и,4,Шиловский_ВМ,2HuZbuGL
180,Сыждиков Пётр Василиевич,494,11х,5,Сыждиков_ПВ,WJeI47ix
181,Каценова Алёна Эдуардовна,165,11т,2,Каценова_АЭ,QzvpHCXe
182,Мужицких Ева Олеговна,348,8х,3,Мужицких_ЕО,rMmL47lG
183,Плеснецов Степан Юрьевич,22,10а,2,Плеснецов_СЮ,PL1qVANc
184,Игумнова Алёна Сергеевна,114,9д,4,Игумнова_АС,iU5i7oeA
185,Хадаров Владимир Валериевич,278,11т,5,Хадаров_ВВ,hUy9R73K
186,Ступакова Кира Ивановна,421,8и,3,Ступакова_КИ,lO2ycPAz
187,Шоленинов Федор Максимович,286,11т,4,Шоленинов_ФМ,VnHCCXt1
188,Гундаров Руслан Николаевич,158,9д,4,Гундаров_РН,yAyzSPEB
189,Гречишева Марина Андреевна,464,7д,2,Гречишева_МА,qUs4nQZR
190,Утилова Алена Андреевна,253,11д,3,Утилова_АА,qED6040O
191,Роткичева Алиса Максимовна,410,10а,4,Роткичева_АМ,c81F9cMp
192,Колтышева Марина Вадимовна,87,11г,4,Колтышева_МВ,Vze9mI5i
193,Гурычева Лариса Валерьевна,489,9б,2,Гурычева_ЛВ,v7WPsaBb
194,Горцева Кристина Никитична,246,8и,4,Горцева_КН,BF0lzIL2
195,Кутурин Геннадий Денисович,197,9в,2,Кутурин_ГД,WxbGnjdg
196,Стефанков Яков Евгеньевич,318,10г,3,Стефанков_ЯЕ,1FSUxcQs
197,Множина Людмила Василевна,90,8б,2,Множина_ЛВ,JHmSL4tJ
198,Семисалов Георгий Иванович,316,9в,3,Семисалов_ГИ,jLLpT3Yi
199,Рогалов Альберт Валериевич,327,9б,2,Рогалов_АВ,2AiTuAcQ
200,Черетаева Анастасия Олеговна,341,9б,2,Черетаева_АО,s4g3eOEv
201,Радоминова Любовь Игоревна,25,9и,5,Радоминова_ЛИ,W8E3kHJX
202,Шувырина Лиза Андреевна,395,9а,5,Шувырина_ЛА,5YTAyGji
203,Калиженков Семён Алексеевич,401,11а,4,Калиженков_СА,KYTaG6jw
204,Старокашин Константин Петрович,309,10а,3,Старокашин_КП,JOJP261T
205,Малтоцов Аркадий Яковлевич,218,8а,3,Малтоцов_АЯ,dxXGIVPz
206,Кузеванова Ева Егоровна,116,7д,2,Кузеванова_ЕЕ,K59HvlIg
207,Нурулина Алёна Егоровна,284,9х,2,Нурулина_АЕ,7S8gZVSF
208,Лератов Герасим Сергеевич,374,10а,4,Лератов_ГС,qPeL9zEm
209,Людин Руслан Аркадиевич,498,7и,3,Людин_РА,2EVoDMg6
210,Пурин Виктор Данилович,154,8и,5,Пурин_ВД,XxcYMYAc
211,Лютов Виктор Юрьевич,288,11г,2,Лютов_ВЮ,6UQfk0Gn
212,Марюшкина Яна Федоровна,345,10д,5,Марюшкина_ЯФ,UOGm08Tw
213,Томилова Кристина Михайловна,492,11б,3,Томилова_КМ,qozlgNT8
214,Дистерев Валерий Валериевич,24,7г,3,Дистерев_ВВ,GfWxKUkG
215,Дочкин Геннадий Алексиевич,52,11и,5,Дочкин_ГА,iu77FWp6
216,Иняхин Руслан Сергеевич,234,7и,5,Иняхин_РС,uD6l5erD
217,Знайкова Раиса Егоровна,148,11х,3,Знайкова_РЕ,CTSWxGti
218,Кашавцев Аркадий Леонидович,58,7а,4,Кашавцев_АЛ,U3swC47v
219,Пятернина Кристина Андреевна,445,7и,2,Пятернина_КА,zsJceeHs
220,Гусеева Карина Викторовна,263,9и,2,Гусеева_КВ,f4hRm6fb
221,Кастева Яна Сергеевна,108,7и,2,Кастева_ЯС,FGyah2EU
222,Гришанин Тарас Павлович,113,10т,2,Гришанин_ТП,d11e1bGt
223,Грамоткин Илья Викторович,195,8д,5,Грамоткин_ИВ,jzBvz6C7
224,Мелисин Геннадий Василиевич,465,10г,2,Мелисин_ГВ,FLj7FGDY
225,Цинина Светлана Яковлевна,105,11г,5,Цинина_СЯ,06VbThHb
226,Петов Георгий Адамович,57,9а,2,Петов_ГА,dRj2Ud9l
227,Реева Валентина Максимовна,146,11и,5,Реева_ВМ,z1qgv4ys
228,Слесивых Мария Аркадьевна,35,7и,5,Слесивых_МА,iukLtYs9
229,Афтаева Полина Ивановна,193,10д,5,Афтаева_ПИ,s9xXbXIP
230,Кривицкий Валентин Виталиевич,208,8х,5,Кривицкий_ВВ,hgOxBjcZ
231,Чубатов Константин Леонидович,279,11а,4,Чубатов_КЛ,txviCXc8
232,Партенков Геннадий Павлович,418,8х,3,Партенков_ГП,LcLTtdbD
233,Черушев Григорий Борисович,84,7г,4,Черушев_ГБ,pi1wmUaS
234,Тютекин Георгий Тимофеевич,262,7а,2,Тютекин_ГТ,l9lHJm4k
235,Янкевский Вячеслав Адамович,167,11г,4,Янкевский_ВА,qB7xNjWf
236,Сухручкина Клавдия Аркадьевна,177,7в,4,Сухручкина_КА,PHPYnI8k
237,Конофалова Клара Петровна,95,11д,5,Конофалова_КП,ZRUdcR7A
238,Лигасов Михаил Павлович,491,11г,4,Лигасов_МП,AxbbDEcf
239,Писарьков Альберт Игоревич,313,8в,4,Писарьков_АИ,grcF0EFY
240,Варов Кирилл Иванович,28,8а,5,Варов_КИ,eN2cavHL
241,Пурынов Евгений Петрович,244,9и,3,Пурынов_ЕП,5oq0e4BA
242,Супрутская Вероника Викторовна,187,9а,2,Супрутская_ВВ,hKjuZfrk
243,Скроцкая Алина Федоровна,127,8г,3,Скроцкая_АФ,9BT2ecON
244,Барадулин Вадим Юрьевич,281,11х,3,Барадулин_ВЮ,0xD1VUlj
245,Точилин Дмитрий Фёдорович,476,8а,2,Точилин_ДФ,sOI6kz8t
246,Бикмуллин Руслан Валериевич,333,11т,2,Бикмуллин_РВ,k6RzARGn
247,Серпичев Василий Алексиевич,394,10х,5,Серпичев_ВА,iG7r8Ifp
248,Вострышев Яков Аркадиевич,343,8г,5,Вострышев_ЯА,cf876A9M
249,Грушчева София Евгеньевна,480,11в,1,Грушчева_СЕ,08aN9xxp
250,Кулапов Александр Юрьевич,109,9б,5,Кулапов_АЮ,LSP4ZgGg
251,Чибисенков Владислав Фёдорович,375,8х,3,Чибисенков_ВФ,QChw4rO5
252,Утилов Роман Василиевич,254,9х,2,Утилов_РВ,15yV8gDo
253,Татаурова Галина Федоровна,145,10т,4,Татаурова_ГФ,WWqspfxT
254,Визавитина Наталия Леонидовна,101,10г,2,Визавитина_НЛ,c0wRRHYi
255,Мягченков Артём Денисович,115,7б,4,Мягченков_АД,JOCHWcwo
256,Брикова Инна Богдановна,256,9б,4,Брикова_ИБ,OaGyAXsZ
257,Наторкин Валентин Данилович,319,7и,2,Наторкин_ВД,6RuXTaPV
258,Эштрекова Софья Алексеевна,76,9в,3,Эштрекова_СА,jaYHcpyL
259,Кутаманова Кира Андреевна,182,10т,2,Кутаманова_КА,nr4FCowQ
260,Кыштымова Евгения Эдуардовна,255,8в,5,Кыштымова_ЕЭ,Q5c6DxD7
261,Ккнязева Клавдия Дмитриевна,34,7б,5,Ккнязева_КД,klpx9got
262,Глаголина Алиса Никитична,249,9д,2,Глаголина_АН,HqtmCxi5
263,Рисина Раиса Валерьевна,451,10а,4,Рисина_РВ,KXo32Qxw
264,Ребров Алексей Георгиевич,289,8и,3,Ребров_АГ,PTqOXwsG
265,Вырысалова Александра Евгеньевна,39,11и,2,Вырысалова_АЕ,d577FK0A
266,Гомольский Владимир Юриевич,314,11х,5,Гомольский_ВЮ,bQWFpCEb
267,Швинова Марина Федоровна,271,8г,5,Швинова_МФ,kdbyjrd7
268,Рудковская Инна Дмитриевна,6,7т,3,Рудковская_ИД,Zr4oGiwY
269,Решеткина Дарья Василевна,408,10и,3,Решеткина_ДВ,ks33OuKY
270,Евстихеев Игорь Василиевич,422,10х,5,Евстихеев_ИВ,lqmdOYiT
271,Лазарина Алёна Федоровна,161,8б,3,Лазарина_АФ,7x4RFFuy
272,Гляченков Григорий Николаевич,431,10а,5,Гляченков_ГН,5fnVSP4W
273,Чардынцева Алина Вадимовна,135,10д,3,Чардынцева_АВ,wRPMVR70
274,Скаредов Яков Иванович,337,9т,5,Скаредов_ЯИ,j9QszUzv
275,Юрицкий Эдуард Денисович,192,7д,3,Юрицкий_ЭД,DF94dXgG
276,Кравчина Светлана Аркадьевна,413,11г,5,Кравчина_СА,0elxJvzW
277,Чмареткова Полина Вадимовна,449,10а,2,Чмареткова_ПВ,9576q4Ij
278,Углова Галина Романовна,260,9г,3,Углова_ГР,uE0Oqxmh
279,Згуровская Виктория Андреевна,220,9т,4,Згуровская_ВА,th8cJPFa
280,Секерский Станислав Сергеевич,235,10а,4,Секерский_СС,woMImsCX
281,Жевайкин Евгений Адамович,86,11г,3,Жевайкин_ЕА,BtWrRD6h
282,Коточигов Семён Игоревич,26,9д,5,Коточигов_СИ,paZ3UPMP
283,Калонин Альберт Денисович,297,8б,2,Калонин_АД,aQ1isOSp
284,Валягин Григорий Антонович,94,10в,4,Валягин_ГА,Cp9maMQD
285,Коцева Кристина Николаевна,412,9г,3,Коцева_КН,apOrzknz
286,Голина Кристина Максимовна,3,7х,3,Голина_КМ,aAN1fubg
287,Батрамеев Анатолий Романович,354,9х,3,Батрамеев_АР,Fmv1UwpB
288,Чикмарев Валентин Валериевич,306,9и,5,Чикмарев_ВВ,fEssj2o1
289,Киницына Валерия Олеговна,202,7х,4,Киницына_ВО,rYMhK7Wi
290,Числин Юрий Денисович,121,7в,2,Числин_ЮД,V8mSf43d
291,Стебунова Юлия Романовна,358,9т,3,Стебунова_ЮР,P8YFIGmp
292,Кацов Павел Павлович,236,10г,5,Кацов_ПП,77554xB1
293,Гоцев Тарас Викторович,41,8в,3,Гоцев_ТВ,Hj7y02Rg
294,Мотовицкий Роман Аркадиевич,31,11и,5,Мотовицкий_РА,DlKEGgod
295,Чурзина Клара Егоровна,308,10б,3,Чурзина_КЕ,Ph9LN4Ry
296,Щепалкина Валерия Сергеевна,134,9б,4,Щепалкина_ВС,hYI66H2J
297,Утимишев Ярослав Игоревич,239,11а,3,Утимишев_ЯИ,gGivfZYi
298,Алуханов Кирилл Фёдорович,298,7т,2,Алуханов_КФ,Csvps2WO
299,Полунеев Валентин Валериевич,307,8и,2,Полунеев_ВВ,6WLXmESk
300,Крупенова Наталия Андреевна,209,7в,5,Крупенова_НА,LYoBY9CR
301,Корнюшин Илья Юрьевич,44,10т,3,Корнюшин_ИЮ,HuZt0qHJ
302,Паушева Виолетта Никитична,310,8г,4,Паушева_ВН,9a5ZvW1Q
303,Берзин Герасим Антонович,349,11т,5,Берзин_ГА,SDgU30S4
304,Шулунова Алла Алексеевна,54,7д,4,Шулунова_АА,iRzgNtPM
305,Трепашова София Яковлевна,399,11а,2,Трепашова_СЯ,sl5WZsbF
306,Чумейкин Константин Антонович,8,8б,5,Чумейкин_КА,LsJGvAB2
307,Польшиков Денис Игоревич,495,9и,2,Польшиков_ДИ,i0hP2b97
308,Медоусова Жанна Романовна,252,7б,2,Медоусова_ЖР,56242W0G
309,Акуратова Клавдия Андреевна,92,9г,5,Акуратова_КА,fwYEX1dC
310,Курмеева Елизавета Валерьевна,486,8а,5,Курмеева_ЕВ,IZUFTCPV
311,Бадов Александр Аркадиевич,217,10г,3,Бадов_АА,icVNYqx0
312,Бакушин Эдуард Адамович,265,7б,5,Бакушин_ЭА,5LH1K2vj
313,Чебина Инна Сергеевна,273,10т,2,Чебина_ИС,EWVUFVLl
314,Подледнова Наталья Ивановна,112,11и,3,Подледнова_НИ,oP9dNzMt
315,Садгеева Лиза Евгеньевна,460,11г,3,Садгеева_ЛЕ,m7BTHuYe
316,Акушин Борис Павлович,493,9т,2,Акушин_БП,Rfd677iL
317,Аришев Руслан Кириллович,379,10т,3,Аришев_РК,t7SVpDvB
318,Гуслова Кристина Олеговна,389,9в,2,Гуслова_КО,3GDaEgcc
319,Глоточкина Оксана Аркадьевна,370,9и,5,Глоточкина_ОА,ovlzy7lL
320,Шапина Маргарита Романовна,163,8б,5,Шапина_МР,AslV9dMK
321,Дурылин Георгий Валериевич,261,11т,4,Дурылин_ГВ,3l7QQbRi
322,Болкисева Анна Викторовна,248,7х,4,Болкисева_АВ,5HPkHbyA
323,Багапов Вячеслав Сергеевич,99,7д,4,Багапов_ВС,1QxvQFSI
324,Люцарева Яна Аркадьевна,376,11б,2,Люцарева_ЯА,JAfjjuoN
325,Боготынина София Егоровна,63,11б,5,Боготынина_СЕ,RaZaqr6L
